stid,datetime,FC,FC_QC,LE,LE_QC,ET,ET_QC,H,H_QC,TAU,TAU_QC,Bowen_ratio,USTAR,ZL,MO_LENGTH,CO2,H2O,PA,Tc,TKE,RH,T_DP,q,rho_a,WS,WS_MAX,WD,U,V,Rn,SW_IN,SW_OUT,LW_IN,LW_OUT,LWS_volt,G_HFP01_1,G_HFP01_2,G_HFP01_3,G_HFP01_4
FLUX_BELL,2023-06-05 00:00:00.000000,1.138971,7.0,21.19831,7.0,0.03105873,7.0,-10.70172,7.0,0.1044551,7.0,-0.504838,0.2965643,0.03732833,241.1037,432.5085,10.14539,99.81269,18.56896,0.8967623,46.69038,6.947328,6.175482,1.187659,2.944749,7.645581,43.19159,2.824769,0.0,-42.95136,90.29929,29.08533,295.9828,400.1481,245.8911,7.691226,6.573415,1.554599,5.958308
FLUX_BELL,2023-06-05 00:30:00.000000,2.868786,7.0,12.38268,7.0,0.01812968,7.0,-18.34824,7.0,0.07904606,7.0,-1.481766,0.2576865,0.106401,84.58571,432.3055,10.34183,99.79931,17.83436,0.3337659,49.82289,7.222897,6.412694,1.190411,1.755064,4.259542,41.04419,1.689879,0.0,-76.38358,25.04166,7.600953,294.6002,388.4245,246.1306,5.213593,4.478842,-0.2459516,4.130064
FLUX_BELL,2023-06-05 01:00:00.000000,2.35298,9.0,2.167912,9.0,0.003170769,9.0,-8.848816,9.0,0.02650123,9.0,-4.081723,0.1489405,0.2730348,32.96283,433.676,10.40575,99.78371,16.75048,0.1695414,53.69064,7.30986,6.470881,1.194648,1.157627,3.408975,37.8634,1.125019,0.0,-85.89886,-1.685352,1.415386,292.6147,375.4128,246.3925,2.733685,2.248374,-2.720757,2.634144
FLUX_BELL,2023-06-05 01:30:00.000000,2.517412,9.0,1.052658,9.0,0.001538204,9.0,-12.75763,9.0,0.0268846,9.0,-12.11944,0.1497567,0.3910302,23.01613,433.5369,10.48441,99.80186,15.80036,0.1020649,57.46124,7.421478,6.517263,1.198757,1.318823,2.865765,38.21774,1.294424,0.0,-84.28213,-3.465439,1.83585,291.4873,370.4682,246.6641,-0.3908681,-0.4896692,-6.244988,1.025107
FLUX_BELL,2023-06-05 02:00:00.000000,2.958692,9.0,2.775526,9.0,0.004053348,9.0,-14.15311,9.0,0.02172489,9.0,-5.099256,0.1344894,0.594945,15.12745,434.0253,10.5412,99.78539,15.1814,0.1239925,60.09891,7.497238,6.53467,1.201107,1.464994,3.640607,40.63895,1.441457,0.0,-84.96024,-3.467306,1.835201,289.6804,369.3381,246.8602,-3.054047,-2.83696,-7.900571,-0.6162301
FLUX_BELL,2023-06-05 02:30:00.000000,1.016643,9.0,-0.2500752,9.0,-0.0003649835,9.0,-8.175917,9.0,0.006783727,9.0,32.69383,0.07508429,2.002805,4.493697,434.5679,10.71902,99.75169,14.54241,0.1021019,63.66743,7.734383,6.566641,1.20329,1.481643,3.169962,58.82214,1.455418,0.0,-82.00088,-3.469778,1.413249,287.6945,364.8123,247.1854,-4.567919,-4.211141,-8.479243,-1.934885
FLUX_BELL,2023-06-05 03:00:00.000000,0.7057872,9.0,-0.3025585,9.0,-0.0004414015,9.0,-5.19544,9.0,0.01207929,9.0,17.17169,0.1001228,0.5376833,16.73848,434.2469,10.71824,99.74244,14.11496,0.1714956,65.41594,7.732361,6.698578,1.204967,0.6647378,2.633436,23.64175,0.5432199,0.0,-78.26833,-3.708857,2.133508,286.5891,359.0151,247.6232,-5.764751,-5.292349,-9.378988,-2.985447
FLUX_BELL,2023-06-05 03:30:00.000000,-0.7270341,8.0,3.196342,8.0,0.00466017,8.0,-5.005544,8.0,0.02953266,7.0,-1.566023,0.1563935,0.1303378,69.05136,436.7235,10.77449,99.71825,13.45156,0.5128816,68.65514,7.804271,6.66168,1.207439,1.233509,2.712469,74.48016,0.9809012,0.0,-73.85702,-1.450732,3.650999,286.5751,355.3304,247.9962,-7.568865,-6.673625,-11.85761,-3.853024
FLUX_BELL,2023-06-05 04:00:00.000000,0.05085409,9.0,0.103002,9.0,0.0001500355,9.0,0.1298758,9.0,0.006278618,7.0,1.260906,0.07199903,-0.03772871,-238.5452,442.8495,10.89228,99.696,12.48877,0.1713531,73.88766,7.959167,6.72897,1.211186,0.5403734,1.782937,58.79901,0.3075979,0.0,-72.02109,-3.502047,1.840041,284.429,351.1081,249.1004,-9.202503,-7.969261,-13.0654,-4.91441
FLUX_BELL,2023-06-05 04:30:00.000000,-1.12974,9.0,-1.93046,9.0,-0.002809657,9.0,0.7990294,9.0,0.00343312,7.0,-0.4139061,0.05316834,-0.4721737,-19.06078,446.1305,10.92957,99.66693,11.63227,0.1518877,78.4473,8.004049,6.734062,1.214459,1.174327,2.014955,84.64383,1.100019,0.0,-71.72774,-1.908137,3.148345,282.9023,349.5736,249.4196,-10.52638,-9.014028,-14.08231,-5.878478
FLUX_BELL,2023-06-05 05:00:00.000000,-1.695291,8.0,-0.7320993,8.0,-0.001064469,8.0,3.145203,8.0,0.005469515,7.0,-4.296143,0.06700012,-1.06883,-8.420426,451.3853,10.95676,99.62989,10.59737,0.03186449,84.16677,8.03532,6.798816,1.218422,0.6086367,1.297235,44.59534,0.5794756,0.0,-68.21214,-2.289509,1.086217,280.7315,345.5679,250.8876,-11.55513,-9.845802,-14.85232,-6.697316
FLUX_BELL,2023-06-05 05:30:00.000000,-3.744514,8.0,2.338222,8.0,0.003396823,8.0,9.268315,8.0,0.004713449,7.0,3.963831,0.06210422,-4.069494,-2.211577,465.9556,11.02021,99.6115,9.691417,0.07097788,89.94484,8.115108,6.755538,1.222072,0.6076681,1.297458,113.2155,0.5101882,0.0,-68.63084,-3.084361,1.51951,278.7632,342.7902,258.0137,-12.54727,-10.71801,-15.70068,-7.516947
FLUX_BELL,2023-06-05 06:00:00.000000,-1.435844,9.0,-0.08489455,9.0,-0.0001232904,9.0,1.640092,9.0,0.01614577,7.0,-19.31917,0.114889,-0.1117895,-80.50842,464.7956,10.86484,99.58176,9.359462,0.2800016,90.63379,7.905106,6.859338,1.223212,1.035884,2.361323,95.2774,0.9144932,0.0,-68.29351,-1.815595,3.206791,280.6148,343.8859,272.3326,-13.36441,-11.39854,-16.18978,-8.278217
FLUX_BELL,2023-06-05 06:30:00.000000,0.3571181,9.0,0.4583949,9.0,0.0006654158,9.0,-0.7587883,9.0,0.004057077,9.0,-1.655316,0.057545,0.3983731,22.59189,465.8391,10.67758,99.56741,8.885624,0.09199151,91.97469,7.651389,6.622242,1.225175,0.7210531,1.234337,30.94803,0.6092027,0.0,-64.25609,-2.88345,0.8788194,279.0627,339.5565,275.6104,-13.77707,-11.83012,-16.45539,-8.997542
FLUX_BELL,2023-06-05 07:00:00.000000,1.856072,9.0,-0.3219845,9.0,-0.0004673043,9.0,-4.156865,9.0,0.002410628,9.0,12.91014,0.04434131,4.966761,1.812046,468.2312,10.67452,99.56408,8.671847,0.09830881,93.28372,7.646827,6.639055,1.226064,1.042253,1.863401,63.91541,0.9871429,0.0,-62.09586,-8.040637,-4.304762,281.17,339.53,276.5911,-14.3418,-12.27697,-17.07799,-9.599753
FLUX_BELL,2023-06-05 07:30:00.000000,7.720912,9.0,-1.113176,9.0,-0.001615165,9.0,-9.414932,9.0,0.007088231,9.0,8.457721,0.07599991,2.23971,4.018377,471.2707,10.50859,99.5539,8.40205,0.1578142,93.53934,7.41838,6.525091,1.22719,1.291606,2.41881,54.38675,1.215039,0.0,-67.13284,-8.319211,-4.356298,277.7273,340.8973,274.8026,-14.54982,-12.44281,-16.73481,-9.940041
FLUX_BELL,2023-06-05 08:00:00.000000,2.911576,9.0,0.1218963,9.0,0.0001768276,9.0,-2.773705,9.0,0.008883482,9.0,-22.75463,0.08503871,0.4665448,19.29075,468.9146,10.32335,99.56757,8.176078,0.1037567,93.33225,7.163413,6.475813,1.228429,1.049613,2.175627,54.30396,1.021114,0.0,-61.62875,-7.04374,-3.026585,285.6789,343.2905,271.2579,-14.64154,-12.47319,-16.88777,-10.17615
FLUX_BELL,2023-06-05 08:30:00.000000,4.559782,9.0,-1.835217,9.0,-0.002662125,9.0,-6.962754,9.0,0.007981286,9.0,3.793967,0.08060139,1.40024,6.427468,467.7965,10.2334,99.55696,8.130893,0.06253645,92.79827,7.035594,6.39245,1.228536,1.054422,2.09672,58.58282,1.031209,0.0,-57.3201,-2.181943,1.131802,291.7111,345.7175,264.2311,-14.75923,-12.41462,-16.34735,-10.53892
FLUX_BELL,2023-06-05 09:00:00.000000,3.535141,9.0,-2.240551,9.0,-0.003250032,9.0,-6.030092,9.0,0.006907275,9.0,2.691344,0.0749779,1.515814,5.937406,466.3914,10.15356,99.5592,8.111545,0.04566143,92.20311,6.922839,6.367137,1.228684,1.084195,1.834654,58.34747,1.065603,0.0,-60.7854,-1.688112,1.832457,286.6453,343.9101,259.4958,-14.55958,-12.14477,-15.86601,-10.41995
FLUX_BELL,2023-06-05 09:30:00.000000,5.026696,9.0,-2.957275,9.0,-0.004289146,9.0,-8.62768,9.0,0.01538789,9.0,2.917442,0.1118846,0.6516421,13.81126,467.1765,10.07921,99.55586,7.981518,0.08865275,92.34595,6.816495,6.283447,1.229245,0.8019109,2.127583,55.09277,0.7657373,0.0,-50.30533,2.10962,2.844242,294.7905,344.3612,256.4749,-14.51418,-12.12127,-15.7593,-10.23423
FLUX_BELL,2023-06-05 10:00:00.000000,3.418165,9.0,-1.313155,9.0,-0.00190468,9.0,-2.637209,9.0,0.001692451,9.0,2.0083,0.03710786,5.507364,1.634176,466.7249,10.10366,99.56746,8.046754,0.04118955,92.17245,6.85316,6.283868,1.229092,0.8060861,1.70643,44.6066,0.7865828,0.0,-38.74968,21.75144,6.766848,292.2884,346.0226,254.6243,-14.36343,-11.92823,-15.34057,-10.18061
FLUX_BELL,2023-06-05 10:30:00.000000,1.833341,9.0,2.199756,9.0,0.003192183,9.0,-0.2739888,9.0,0.004078197,7.0,-0.1245541,0.05765337,0.07896328,113.977,462.6715,10.34603,99.57764,8.547071,0.06302086,91.22883,7.195529,6.328517,1.226927,0.7530624,1.945113,55.68146,0.7208195,0.0,17.84684,96.63037,21.4734,298.0617,355.3718,252.0152,-13.97071,-11.53052,-14.5278,-10.03723
FLUX_BELL,2023-06-05 11:00:00.000000,2.063061,8.0,14.11095,8.0,0.02051407,8.0,-3.827635,8.0,0.02650139,1.0,-0.2712529,0.1474661,0.09695724,92.82442,442.9325,10.92348,99.59147,10.43544,0.144743,84.79065,7.983492,6.578309,1.218665,0.9651056,2.837976,84.08621,0.9198902,0.0,43.70775,129.9875,30.96886,314.0115,369.3224,250.207,-12.36069,-10.06575,-11.13483,-9.470068
FLUX_BELL,2023-06-05 11:30:00.000000,-1.696069,8.0,5.872955,8.0,0.008546214,8.0,-0.7792785,8.0,0.003167437,7.0,-0.1326893,0.05107081,0.336871,26.71646,439.478,11.3668,99.61512,11.4509,0.05005876,82.42984,8.563925,6.873968,1.214402,0.5676315,1.446783,57.94092,0.5253392,0.0,36.21641,131.3354,30.79448,311.3191,375.6436,249.9384,-9.573686,-7.760884,-7.816696,-8.123757
FLUX_BELL,2023-06-05 12:00:00.000000,-0.5136588,8.0,21.49576,8.0,0.0313099,8.0,-5.572484,8.0,0.0195947,7.0,-0.2592365,0.1272466,0.2162134,41.62553,437.2567,11.7839,99.62897,12.44231,0.08286618,80.0555,9.095977,7.335998,1.210169,0.6530297,1.667773,42.32767,0.6061174,0.0,48.41946,170.8941,39.90067,297.9379,380.5118,249.6623,-7.087129,-5.737056,-5.560266,-6.586637
FLUX_BELL,2023-06-05 12:30:00.000000,-3.061319,8.0,21.33493,8.0,0.03110879,8.0,7.812466,8.0,0.002956152,4.0,0.3661819,0.04952246,-7.746331,-1.16184,435.4655,12.21588,99.63734,13.55609,0.06459655,77.10843,9.623309,7.443437,1.205375,0.5948813,1.438189,63.03424,0.5425575,0.0,82.74558,235.0244,55.58219,293.1253,389.822,248.9594,-4.995323,-4.076811,-3.332399,-5.107843
FLUX_BELL,2023-06-05 13:00:00.000000,-11.5282,7.0,60.22024,7.0,0.08790016,7.0,50.16117,7.0,0.02528267,3.0,0.8329621,0.1450929,-1.822842,-4.937345,422.4052,12.40134,99.658,14.64964,0.1558318,73.00697,9.847169,7.684955,1.200965,0.9264322,2.467289,82.71255,0.8508784,0.0,172.801,373.4271,87.35938,290.0537,403.3204,248.162,-3.028019,-2.549148,-1.442719,-3.666825
FLUX_BELL,2023-06-05 13:30:00.000000,-8.249471,7.0,93.21415,7.0,0.1362712,7.0,89.11115,7.0,0.1034697,7.0,0.955983,0.2943003,-0.3848689,-23.38458,416.1684,11.826,99.66879,16.26961,0.4015511,62.75551,9.150875,7.31519,1.194626,1.113149,3.216839,18.38043,0.9161396,0.0,235.2091,455.2875,101.3636,297.907,416.6217,247.4111,-0.6302645,-0.7319464,1.554179,-2.043751
FLUX_BELL,2023-06-05 14:00:00.000000,-11.62593,3.0,169.4643,3.0,0.248002,3.0,97.20105,3.0,0.1369119,3.0,0.5735784,0.339152,-0.2852978,-31.54598,416.867,11.51574,99.66949,17.35918,0.5893713,56.99746,8.759059,6.552615,1.190289,1.242718,4.354964,357.8568,0.9877821,0.0,292.2315,524.3368,113.2226,309.4194,428.3021,246.6033,2.308529,1.622854,4.606474,-0.03117215
FLUX_BELL,2023-06-05 14:30:00.000000,-10.50269,1.0,140.2958,1.0,0.2053229,1.0,142.6602,1.0,0.1895262,3.0,1.016853,0.3990471,-0.2463811,-36.52878,419.118,11.34482,99.66872,17.39652,0.7274067,56.03602,8.542743,7.120586,1.190203,1.694539,4.658653,354.8521,1.496755,0.0,280.3047,496.0215,109.1333,321.6275,428.211,246.6595,5.319219,4.248723,6.645399,2.126599
FLUX_BELL,2023-06-05 15:00:00.000000,-9.199294,2.0,164.0374,2.0,0.2401319,2.0,153.6262,1.0,0.1713239,3.0,0.9365316,0.3795804,-0.3098383,-29.04741,421.9627,11.02204,99.65627,17.67015,0.7770405,53.50865,8.117028,7.158457,1.189078,1.967074,5.143488,322.9874,1.778874,0.0,382.1992,640.6378,140.1011,320.5414,438.8789,246.3525,7.770641,6.539089,8.66799,4.092807
FLUX_BELL,2023-06-05 15:30:00.000000,-12.10049,4.0,162.3274,1.0,0.2377061,1.0,168.6888,1.0,0.120805,1.0,1.039188,0.3190059,-0.5698434,-15.79381,428.1693,11.61849,99.62852,18.00914,1.328364,55.18949,8.875606,6.901348,1.1871,2.298365,5.753938,272.1519,1.91169,0.0,408.8003,664.7503,140.1357,329.9894,445.8037,246.0501,10.73296,9.36532,10.41195,6.069245
FLUX_BELL,2023-06-05 16:00:00.000000,-8.191472,4.0,89.73304,4.0,0.1312793,4.0,137.564,3.0,0.1423371,3.0,1.533036,0.3457789,-0.3584914,-25.10521,433.1688,11.81524,99.58643,17.03995,0.7442108,59.69158,9.113305,6.923445,1.190477,3.344888,6.54033,245.066,3.23421,0.0,329.1647,531.405,112.8275,342.9224,432.3351,246.4858,13.01221,11.39922,12.00539,7.976848
FLUX_BELL,2023-06-05 16:30:00.000000,-8.397895,1.0,151.688,1.0,0.2218592,1.0,125.9335,1.0,0.1079967,3.0,0.830214,0.3010889,-0.5131967,-17.53713,431.4338,11.62826,99.55206,16.75874,0.605931,59.70092,8.876976,7.318759,1.1913,3.01922,5.562044,234.2125,2.939379,0.0,407.265,651.3917,141.4135,335.7153,438.4284,246.506,13.37157,11.65989,11.86315,9.261899
FLUX_BELL,2023-06-05 17:00:00.000000,-10.06668,1.0,200.8266,2.0,0.2936516,2.0,163.8157,1.0,0.2328624,3.0,0.815707,0.4419804,-0.2113281,-42.58781,431.5835,11.8025,99.52594,16.4824,0.9261962,61.65487,9.091967,7.769799,1.192047,3.743787,6.78741,236.273,3.634082,0.0,389.8855,639.0789,138.379,324.4343,435.2487,246.5868,14.73814,12.61919,13.56315,10.6451
FLUX_BELL,2023-06-05 17:30:00.000000,-10.46649,1.0,151.8236,1.0,0.221994,1.0,167.3249,1.0,0.2434695,3.0,1.102101,0.4519781,-0.1983332,-45.37818,430.0302,11.41459,99.48487,16.4604,0.9843045,59.71319,8.604043,7.050703,1.191818,3.508031,7.081483,237.0525,3.388839,0.0,412.1848,690.9686,152.0387,310.7159,437.4482,246.5305,15.95086,13.58288,13.80817,12.26384
FLUX_BELL,2023-06-05 18:00:00.000000,-7.876993,1.0,127.0424,1.0,0.1857127,1.0,158.3875,1.0,0.1331612,3.0,1.246729,0.3341562,-0.4617863,-19.48953,429.3539,11.79457,99.47073,16.19932,0.9199814,62.7306,9.073199,7.062568,1.192556,3.615672,7.144022,245.5533,3.483917,0.0,422.5313,699.3454,155.5412,318.6663,439.9392,246.4264,17.47855,14.67884,15.00968,13.62488
FLUX_BELL,2023-06-05 18:30:00.000000,-8.668527,3.0,111.2141,3.0,0.1625564,3.0,105.1978,3.0,0.1221272,6.0,0.9459038,0.3200581,-0.3542053,-25.409,430.7446,12.72261,99.43632,16.08202,0.9149428,68.07472,10.18906,7.934841,1.192216,3.210872,5.735206,230.9366,3.04858,0.0,374.674,638.6511,144.5435,317.1069,436.5406,246.7605,18.76926,16.00851,15.4142,14.8638
FLUX_BELL,2023-06-05 19:00:00.000000,-7.338399,3.0,82.11581,3.0,0.1200411,3.0,110.2664,3.0,0.1150463,3.0,1.342816,0.3107357,-0.3986472,-22.57635,434.7622,12.45939,99.41492,16.22419,0.748064,66.07103,9.880693,7.58355,1.191489,3.339834,5.725771,243.8707,3.221907,0.0,331.3008,584.9228,135.2806,314.3843,432.7256,246.8319,19.32542,16.74305,15.05592,15.20621
FLUX_BELL,2023-06-05 19:30:00.000000,-7.333848,1.0,102.2474,1.0,0.1495013,1.0,121.6914,1.0,0.1017366,7.0,1.190166,0.2923251,-0.5314962,-16.93333,432.8344,12.09796,99.39615,16.43821,1.056643,63.28533,9.443209,7.480856,1.190544,3.208084,5.743659,244.4262,2.991487,0.0,321.1871,585.897,138.5232,307.3753,433.562,246.7018,18.4899,16.72827,14.24345,15.10402
FLUX_BELL,2023-06-05 20:00:00.000000,-9.450109,1.0,121.4014,1.0,0.1775581,1.0,110.4613,1.0,0.1485611,3.0,0.9098852,0.3534364,-0.2771284,-32.47593,430.941,11.65614,99.37614,16.73583,0.7618915,59.84347,8.89431,7.332232,1.189276,2.843713,5.159911,237.886,2.705517,0.0,242.0859,451.4946,107.1421,323.944,426.2107,246.7298,17.68631,16.69443,13.34193,14.77746
FLUX_BELL,2023-06-05 20:30:00.000000,-8.654254,1.0,94.82375,1.0,0.1387092,1.0,84.21894,1.0,0.09444954,3.0,0.888163,0.2819418,-0.4169595,-21.58483,431.0854,11.92335,99.35272,16.90691,0.6056172,60.52074,9.224699,7.201536,1.188176,2.57716,4.817101,224.4325,2.445547,0.0,240.5882,476.7301,120.2673,313.1236,428.9983,246.6171,16.52797,15.70185,12.42863,13.9865
FLUX_BELL,2023-06-05 21:00:00.000000,-6.010138,3.0,58.17013,3.0,0.0850722,3.0,30.4315,3.0,0.05943702,3.0,0.5231465,0.2236044,-0.3155329,-28.52318,430.8634,11.8323,99.31622,16.66595,0.4023333,60.97755,9.108201,7.415108,1.188766,2.478982,4.360403,223.1635,2.393224,0.0,108.6076,275.6939,66.05511,311.7014,412.7326,246.8862,15.81472,14.97275,11.35744,13.04774
FLUX_BELL,2023-06-05 21:30:00.000000,-3.077973,3.0,39.30287,3.0,0.05746409,3.0,13.17127,3.0,0.0209285,4.0,0.3351223,0.1326369,-0.6922268,-13.00152,431.1932,12.06248,99.30149,16.38954,0.2356558,63.24054,9.389289,7.414207,1.189622,1.629863,3.507943,219.3156,1.57354,0.0,72.67046,205.3466,50.91759,327.1635,408.922,247.0355,13.80993,12.98313,8.405328,11.4838
FLUX_BELL,2023-06-05 22:00:00.000000,-2.330391,8.0,53.04913,8.0,0.07757331,8.0,4.394539,8.0,0.01481577,6.0,0.08283904,0.1116367,-0.5673681,-15.86272,429.4516,12.13995,99.28671,16.53743,0.1693587,63.03577,9.479043,7.532207,1.188804,0.9370973,2.057562,203.6805,0.831302,0.0,40.04879,146.6318,36.84044,336.3445,406.0871,247.0924,11.81943,10.63993,6.481404,9.640325
FLUX_BELL,2023-06-05 22:30:00.000000,-1.227353,8.0,23.96976,8.0,0.03505009,8.0,0.7220576,8.0,0.03129237,1.0,0.03012369,0.1622547,-0.05275366,-170.6043,429.8283,12.18961,99.26641,16.51701,0.2194007,63.36169,9.538363,7.624029,1.188623,1.658802,3.005588,198.4612,1.611882,0.0,33.52449,125.8774,32.13524,342.6027,402.8204,247.2662,9.909059,8.409029,4.868048,8.074884
FLUX_BELL,2023-06-05 23:00:00.000000,-0.9423813,2.0,43.35036,2.0,0.06339115,2.0,-4.001625,4.0,0.04981609,1.0,-0.09230893,0.2047608,0.0168128,535.3063,428.8828,12.14583,99.23495,16.54199,0.2566368,63.01804,9.480181,7.778252,1.188163,1.784502,3.539702,194.8566,1.736694,0.0,12.41173,135.3606,38.73146,315.0101,399.2274,247.3031,8.283963,6.868012,3.833648,6.592044
FLUX_BELL,2023-06-05 23:30:00.000000,-0.3331755,7.0,16.02437,1.0,0.02342545,1.0,-11.63727,4.0,0.05254987,1.0,-0.7262231,0.2102032,0.1195236,75.29892,429.1811,12.22958,99.22754,16.23332,0.2870417,64.70948,9.581115,7.433423,1.189305,2.063313,3.833295,185.9095,2.006556,0.0,-23.12393,98.02374,28.49911,299.3727,392.0213,247.475,7.005982,5.598567,2.750723,5.369617
FLUX_BELL,2023-06-06 00:00:00.000000,0.6605194,5.0,13.4796,5.0,0.01969476,5.0,-12.09276,5.0,0.04368573,1.0,-0.8971154,0.1914968,0.1671622,53.83991,431.7017,12.37006,99.2058,15.67345,0.2234817,67.81764,9.746285,7.681658,1.191287,1.694389,3.268599,175.4513,1.629194,0.0,-54.06011,44.66477,13.45348,297.971,383.2424,247.7946,5.518112,3.912466,1.154411,4.294895
FLUX_BELL,2023-06-06 00:30:00.000000,0.9691232,7.0,4.359798,7.0,0.006365212,7.0,-8.070965,7.0,0.03649319,2.0,-1.851224,0.1748076,0.1521511,59.15173,434.6747,12.35681,99.18074,14.88825,0.1728222,71.22916,9.72669,7.709175,1.194239,1.551458,3.045199,162.8502,1.51037,0.0,-68.39735,12.82224,5.372265,298.5423,374.3897,248.2374,3.236993,1.766274,-1.007473,3.154006
FLUX_BELL,2023-06-06 01:00:00.000000,3.090583,2.0,1.647073,8.0,0.002403537,8.0,-14.68409,1.0,0.0327835,1.0,-8.915267,0.1655392,0.3346497,26.89379,435.3025,12.08709,99.17239,14.38736,0.1713137,71.96894,9.401278,7.632984,1.196338,1.662557,3.167216,171.5271,1.623531,0.0,-71.72562,-0.7863384,2.449247,300.8627,369.3528,248.4458,0.7181319,-0.3092787,-3.524644,1.67043
FLUX_BELL,2023-06-06 01:30:00.000000,3.397787,1.0,7.000104,2.0,0.0102117,2.0,-15.33125,1.0,0.04092732,3.0,-2.190145,0.1848517,0.2457777,36.61845,435.3267,11.89345,99.16248,14.04015,0.150403,72.43584,9.163166,7.456515,1.19775,1.450503,3.144615,160.9863,1.409895,0.0,-65.13585,-2.677455,2.036961,306.5516,366.973,248.5929,-1.56096,-2.115147,-5.689915,0.1707902
FLUX_BELL,2023-06-06 02:00:00.000000,4.341488,1.0,8.109182,2.0,0.01182856,2.0,-15.94628,1.0,0.06277286,1.0,-1.966448,0.228883,0.1342444,67.04189,433.8468,11.65223,99.16229,13.94729,0.2186487,71.41539,8.862786,7.381219,1.198243,1.555426,3.533496,165.7023,1.510826,0.0,-45.5136,-1.206159,2.203336,329.8275,371.9316,248.5447,-3.376654,-3.317306,-6.548869,-1.192954
FLUX_BELL,2023-06-06 02:30:00.000000,3.27668,3.0,6.01517,3.0,0.008773115,3.0,-15.60775,3.0,0.04998755,3.0,-2.594732,0.2042137,0.1864218,48.27763,434.3476,11.56214,99.15205,13.82984,0.1904934,71.40706,8.748365,7.165586,1.19865,1.592294,3.241068,160.6002,1.534202,0.0,-59.89938,-2.498089,1.717111,313.1391,368.8233,248.5603,-3.949673,-3.60003,-6.069682,-2.043229
FLUX_BELL,2023-06-06 03:00:00.000000,3.708809,1.0,4.443824,1.0,0.006478413,1.0,-14.1409,1.0,0.034158,2.0,-3.182147,0.1687125,0.3009791,29.90241,438.57,11.59567,99.10738,13.36307,0.1518837,73.78414,8.784056,7.263425,1.200046,1.687296,3.187046,147.2723,1.648999,0.0,-66.00005,-2.979351,1.586706,302.9999,364.4339,248.8116,-4.544117,-4.020356,-6.772972,-2.746732
FLUX_BELL,2023-06-06 03:30:00.000000,2.174108,7.0,4.066445,7.0,0.005927688,7.0,-7.271775,7.0,0.0259034,2.0,-1.788239,0.1469249,0.2309828,38.96394,436.3532,11.47392,99.06123,13.26381,0.1271219,73.46185,8.623089,7.113389,1.199958,1.485654,3.340462,145.0583,1.455627,0.0,-64.0713,-2.570213,2.123025,303.104,362.4821,248.8839,-5.2971,-4.614357,-7.315979,-3.681161
FLUX_BELL,2023-06-06 04:00:00.000000,2.73764,9.0,1.915579,9.0,0.002790759,9.0,-9.068414,9.0,0.01824448,9.0,-4.734032,0.1231948,0.4992369,18.02752,441.0566,11.49967,99.03362,12.66693,0.172575,76.53238,8.651716,7.134495,1.202117,1.370366,2.462794,148.2893,1.29811,0.0,-55.9795,-2.241601,1.79712,310.1329,362.0737,249.0977,-5.97386,-5.231196,-8.365002,-4.418817
FLUX_BELL,2023-06-06 04:30:00.000000,3.51103,9.0,-1.317251,9.0,-0.001919276,9.0,-8.381002,9.0,0.01626571,9.0,6.362495,0.1163517,0.5598307,16.07629,441.0259,11.59641,99.02608,12.77919,0.2870213,76.60456,8.772727,7.190328,1.201511,0.9290822,2.295571,166.4943,0.6871468,0.0,-35.22729,-0.3303977,2.425236,332.935,365.4067,249.247,-6.561,-5.666687,-8.734962,-4.974355
FLUX_BELL,2023-06-06 05:00:00.000000,5.522275,1.0,1.966691,7.0,0.00286655,7.0,-14.87771,1.0,0.04447336,1.0,-7.564843,0.1925559,0.2155803,41.74778,439.122,11.83509,98.99446,13.15067,0.1726971,76.24924,9.065842,7.271749,1.199462,1.457984,3.257006,165.985,1.418352,0.0,-26.49627,0.06514919,2.103854,347.9438,372.4014,249.1238,-6.80236,-5.762632,-8.144966,-5.050502
FLUX_BELL,2023-06-06 05:30:00.000000,10.576,2.0,-6.80982,6.0,-0.009926451,6.0,-19.74926,2.0,0.08436473,2.0,2.900115,0.2653143,0.1125491,79.96509,438.1106,12.32065,98.96237,13.23488,0.3709593,78.87625,9.650558,7.499195,1.198505,1.736993,3.914826,171.9355,1.669845,0.0,-34.21456,-0.8806844,1.605278,340.6304,372.359,249.3005,-6.154519,-5.173406,-6.622618,-4.811472
FLUX_BELL,2023-06-06 06:00:00.000000,4.163343,7.0,-9.68646,7.0,-0.01411994,7.0,-2.80566,7.0,0.02141838,3.0,0.2896476,0.133705,0.1475189,61.00914,433.4166,12.9478,98.95931,13.25729,0.7742469,82.72854,10.38192,7.876049,1.198095,1.587462,3.61124,171.0564,1.158245,0.0,-22.57866,-3.069943,0.5398828,356.253,375.2218,309.4214,-5.498868,-4.728437,-5.75926,-4.440184
FLUX_BELL,2023-06-06 06:30:00.000000,3.58986,9.0,0.5482396,9.0,0.0007988682,9.0,-7.292855,9.0,0.008372452,9.0,-13.30231,0.08355503,1.298123,6.933086,435.1521,13.45,98.93701,12.86537,0.3105408,88.09859,10.94323,8.218369,1.199244,1.706126,3.205713,121.6182,1.608374,0.0,-35.88003,-6.768431,-3.870425,338.1696,371.1516,316.1376,-4.775585,-4.169005,-4.910209,-3.922602
