stid,datetime,FC,FC_QC,LE,LE_QC,ET,ET_QC,H,H_QC,TAU,TAU_QC,Bowen_ratio,USTAR,ZL,MO_LENGTH,CO2,H2O,PA,Tc,TKE,RH,T_DP,q,rho_a,WS,WS_MAX,WD,U,V,Rn,SW_IN,SW_OUT,LW_IN,LW_OUT,LWS_volt,G_HFP01_1,G_HFP01_2,G_HFP01_3,G_HFP01_4
FLUX_PENN,2023-06-07 05:30:00.000000,0.7624391,9.0,1.693834,9.0,0.00246804,9.0,-2.879042,9.0,0.004595109,9.0,-1.699719,0.06216008,1.219833,7.378056,432.8759,9.617815,97.95372,12.80924,0.1074634,62.85165,5.909363,5.978249,1.189249,3.139874,4.357756,244.2645,3.133579,0.0,-34.40179,-1.901952,0.769066,335.7169,367.4477,251.7633,-7.537983,-6.451379,-7.938848,-8.073196
FLUX_PENN,2023-06-07 06:00:00.000000,1.654596,9.0,3.623178,9.0,0.005279168,9.0,-9.519526,9.0,0.009179889,9.0,-2.627397,0.08786706,1.446279,6.222866,432.4825,9.718448,97.93305,12.79571,0.120464,63.53716,6.055319,6.014405,1.189009,3.440253,4.727539,243.4536,3.434278,0.0,-32.3068,-1.106456,1.394022,339.9442,369.7505,251.8409,-7.291059,-6.27195,-7.71618,-7.710545
FLUX_PENN,2023-06-07 06:30:00.000000,-0.0790598,9.0,-0.2093048,9.0,-0.0003049531,9.0,0.4197051,9.0,0.005351383,7.0,-2.005234,0.0670884,-0.1422582,-63.26523,434.5444,9.765924,97.91351,12.74307,0.04633805,64.06826,6.122082,6.106673,1.188971,3.109192,3.863615,256.3546,3.103241,0.0,-48.40545,-2.425095,0.966538,320.5282,365.542,251.8784,-7.100337,-6.138761,-7.453524,-7.428815
FLUX_PENN,2023-06-07 07:00:00.000000,-0.1531464,9.0,-0.9383082,9.0,-0.001366514,9.0,-1.281374,9.0,0.004642577,9.0,1.365622,0.06244616,0.5791804,15.5392,436.0227,9.75878,97.8903,12.29684,0.1125591,65.90353,6.107582,6.191235,1.19055,3.686023,4.623287,250.4836,3.681751,0.0,-59.65318,-2.59997,1.692518,304.4428,359.8035,252.0537,-7.210064,-6.064766,-7.6407,-7.267847
FLUX_PENN,2023-06-07 07:30:00.000000,0.7957557,9.0,1.063296,9.0,0.001548655,9.0,-5.33439,9.0,0.007890462,9.0,-5.016842,0.08142096,1.03029,8.7354,434.0876,9.682142,97.88749,12.37399,0.09989292,65.04971,5.995153,6.020027,1.190228,3.727016,5.134174,254.5153,3.719664,0.0,-37.58607,-1.214557,1.429502,329.1666,364.1086,252.0149,-7.739592,-6.386653,-8.159481,-7.846259
FLUX_PENN,2023-06-07 08:00:00.000000,3.639483,3.0,8.251523,3.0,0.01202113,3.0,-21.47426,3.0,0.04431006,1.0,-2.60246,0.1930487,0.3077258,29.24681,434.7845,9.849219,97.88068,12.6401,0.3079863,65.01696,6.238481,5.983594,1.188963,3.769269,5.825791,274.8866,3.729975,0.0,-31.88552,-1.103479,1.189215,339.9241,369.5169,252.0183,-7.893848,-6.630427,-8.114456,-7.912518
FLUX_PENN,2023-06-07 08:30:00.000000,2.515229,3.0,5.293564,3.0,0.007711495,3.0,-21.68577,3.0,0.04185953,1.0,-4.09663,0.1876386,0.3413344,26.3671,434.5273,10.04327,97.86663,12.59042,0.2341598,66.49329,6.516915,6.18617,1.188913,4.371409,6.262166,275.6314,4.353293,0.0,-63.80964,-3.399501,1.183398,307.8218,367.0486,252.1474,-7.691406,-6.564895,-7.661614,-7.563772
FLUX_PENN,2023-06-07 09:00:00.000000,1.649319,9.0,-0.660312,9.0,-0.0009614757,9.0,-18.87572,9.0,0.02525515,9.0,28.58607,0.1456195,0.6463748,13.92381,434.8926,9.790092,97.86283,12.106,0.1858842,66.91542,6.147188,6.301394,1.190998,4.238034,5.811872,277.3028,4.220904,0.0,-73.2512,-4.266791,1.304408,293.9513,361.6313,252.2215,-7.74905,-6.496771,-7.554153,-7.438729
FLUX_PENN,2023-06-07 09:30:00.000000,1.734671,9.0,3.888515,9.0,0.005660352,9.0,-18.47001,9.0,0.02435856,9.0,-4.749887,0.1429088,0.6594099,13.64857,434.4447,9.3612,97.88055,11.79426,0.1427262,65.3606,5.512006,5.945931,1.192707,3.950936,5.670504,279.8212,3.942717,0.0,-71.87443,-3.660684,1.762297,292.8816,359.3331,252.1396,-8.109798,-6.656429,-7.835182,-7.661369
FLUX_PENN,2023-06-07 10:00:00.000000,1.38348,9.0,5.135076,9.0,0.007473765,9.0,-19.98579,9.0,0.03058704,9.0,-3.892015,0.1600692,0.506248,17.77785,434.7619,9.180458,97.90591,11.63286,0.2016556,64.81482,5.238115,5.769422,1.193773,3.891377,6.185254,285.0184,3.872804,0.0,-64.74578,0.9769219,3.305834,296.8021,359.219,252.0964,-8.522512,-7.036884,-8.196845,-8.100243
FLUX_PENN,2023-06-07 10:30:00.000000,1.059378,9.0,10.29089,9.0,0.01497337,9.0,-23.81664,9.0,0.03805705,9.0,-2.314342,0.1784336,0.4309278,20.88517,437.8336,8.960187,97.91975,11.32941,0.2362981,64.56832,4.89442,5.615218,1.195313,3.99911,6.49552,288.8506,3.980361,0.0,-56.15094,11.95812,6.443812,298.2817,359.9469,252.0353,-8.82163,-7.358641,-8.404612,-8.380777
FLUX_PENN,2023-06-07 11:00:00.000000,1.558666,1.0,9.988811,1.0,0.01453307,1.0,-24.49539,1.0,0.04823282,1.0,-2.452283,0.2008377,0.3112662,28.91416,440.3196,8.664706,97.92817,11.27347,0.2886638,62.69431,4.420624,5.547055,1.195783,4.069204,7.094099,296.9665,4.049029,0.0,-49.58226,21.71576,9.108719,299.0308,361.2201,251.9091,-8.961347,-7.450826,-8.470521,-8.389827
FLUX_PENN,2023-06-07 11:30:00.000000,2.300477,1.0,14.40148,1.0,0.02095481,1.0,-30.72861,1.0,0.07207918,1.0,-2.133713,0.2455363,0.2128967,42.27403,440.9154,8.489612,97.93282,11.35395,0.4377407,61.11852,4.132695,5.366341,1.195579,4.3993,7.571595,298.0613,4.370709,0.0,-40.47972,37.57312,13.66663,298.5506,362.9369,251.8058,-9.029172,-7.454147,-8.486258,-8.304232
FLUX_PENN,2023-06-07 12:00:00.000000,1.269479,1.0,13.93778,1.0,0.02028274,1.0,-23.9552,1.0,0.08107971,1.0,-1.718725,0.2604758,0.1380615,65.18834,440.4478,8.454556,97.93292,11.48968,0.4937907,60.31881,4.074436,5.220081,1.195026,4.51198,7.468828,296.2819,4.47537,0.0,-26.27368,61.69255,20.36124,297.5185,365.1234,251.7033,-9.028626,-7.422519,-8.395691,-8.213729
FLUX_PENN,2023-06-07 12:30:00.000000,1.851743,3.0,15.0778,3.0,0.02194293,3.0,-21.89898,3.0,0.08909654,1.0,-1.452399,0.2730646,0.1088204,82.70506,440.4366,8.486826,97.94277,11.54605,0.5159712,60.33631,4.128962,5.307271,1.194895,4.269509,7.021259,297.3962,4.223434,0.0,-25.18596,59.35123,19.52722,300.9922,366.0022,251.7062,-8.846088,-7.26616,-8.135635,-7.959298
FLUX_PENN,2023-06-07 13:00:00.000000,-0.1023687,7.0,11.37747,7.0,0.01656275,7.0,-7.746996,7.0,0.0460152,1.0,-0.6809065,0.1963465,0.09856834,91.30721,439.4634,8.425921,97.94109,11.85916,0.3812169,58.67156,4.027364,5.19818,1.193589,4.118061,7.117756,303.4287,4.090443,0.0,21.26882,137.5888,41.71228,295.9307,370.5384,251.569,-8.557356,-7.018536,-7.829916,-7.5479
FLUX_PENN,2023-06-07 13:30:00.000000,-3.952887,8.0,35.49416,8.0,0.05170624,8.0,7.864535,8.0,0.09479839,1.0,0.2215727,0.2821834,-0.04679656,-192.3218,436.2455,8.427352,97.93656,12.57975,0.4476182,55.96072,4.028283,5.2,1.190523,4.134871,7.218042,301.1581,4.099236,0.0,81.58405,231.1902,66.75792,295.6762,378.5244,251.3549,-7.786824,-6.465004,-7.075615,-6.479173
FLUX_PENN,2023-06-07 14:00:00.000000,-5.093084,3.0,34.89587,3.0,0.0508652,3.0,30.11812,3.0,0.1152266,2.0,0.8630854,0.3114438,-0.1124034,-80.06873,433.8137,8.336208,97.93483,13.20663,0.6735344,53.12536,3.874239,5.151421,1.187936,4.214197,7.535172,315.0494,4.142207,0.0,92.65103,247.9636,71.24633,299.3453,383.4116,251.1511,-6.376339,-5.306985,-5.785743,-4.808992
FLUX_PENN,2023-06-07 14:30:00.000000,-3.173602,1.0,36.06808,1.0,0.05258254,1.0,24.12777,1.0,0.1254028,1.0,0.6689507,0.3249958,-0.08073299,-111.4786,432.8192,8.261193,97.93661,13.37919,0.9750257,52.05577,3.747622,5.128241,1.187276,4.496758,8.179643,320.7475,4.412729,0.0,89.90408,242.7151,69.22026,301.2419,384.8327,251.04,-4.906589,-3.879414,-4.434181,-2.951175
FLUX_PENN,2023-06-07 15:00:00.000000,-5.586753,1.0,49.10759,1.0,0.07160822,1.0,52.15281,1.0,0.17929,1.0,1.062011,0.3887623,-0.09887916,-91.0202,431.8038,8.225178,97.93195,13.60967,1.183844,51.05561,3.684997,5.273962,1.186281,5.208165,8.596992,320.8701,5.113723,0.0,163.5553,346.8744,94.49757,301.3606,390.1822,250.8925,-3.636588,-2.603862,-3.198246,-1.295295
FLUX_PENN,2023-06-07 15:30:00.000000,-6.280559,3.0,44.58787,3.0,0.06504681,3.0,67.83994,3.0,0.129741,1.0,1.521489,0.3309992,-0.2051012,-43.88078,429.9869,8.154967,97.91679,14.0782,0.9546877,49.10151,3.562138,5.112386,1.184195,4.78807,8.420729,329.9631,4.704483,0.0,219.263,423.3696,109.8472,302.4507,396.7101,250.6929,-2.009228,-1.147843,-1.592776,0.9073556
FLUX_PENN,2023-06-07 16:00:00.000000,-6.533278,3.0,57.90923,3.0,0.08453277,3.0,87.88863,3.0,0.2172998,2.0,1.517696,0.4288716,-0.1221872,-73.65748,427.8103,8.243132,97.90964,14.72215,1.334574,47.59787,3.712704,4.996708,1.181421,5.638762,9.349604,318.9613,5.542157,0.0,299.3377,526.9737,127.8829,304.4052,404.1581,250.5361,0.0487343,0.7528382,0.1513634,3.22176
FLUX_PENN,2023-06-07 16:30:00.000000,-7.278752,3.0,82.2477,3.0,0.1201546,3.0,108.7792,3.0,0.2024755,1.0,1.322581,0.41455,-0.1684232,-53.43683,424.3371,8.008978,97.9103,15.53686,1.94321,43.89912,3.293125,4.894498,1.178199,5.352524,10.22445,323.0136,5.185824,0.0,316.1693,550.3546,130.9614,307.0926,410.3165,250.2968,2.135761,2.651433,2.346802,4.906465
FLUX_PENN,2023-06-07 17:00:00.000000,-6.601048,1.0,46.87352,1.0,0.06850395,1.0,110.1829,1.0,0.1841851,4.0,2.350643,0.3956471,-0.1925638,-46.73776,422.3971,7.41711,97.89719,15.94766,2.480347,39.60928,2.225909,4.723927,1.176626,5.85477,9.829132,333.7495,5.576525,0.0,320.8119,555.9255,131.3678,308.883,412.6288,250.0017,4.366356,4.47346,4.563586,7.620199
FLUX_PENN,2023-06-07 17:30:00.000000,-5.339983,1.0,54.71906,1.0,0.079993,1.0,98.4147,1.0,0.144253,1.0,1.798545,0.3503246,-0.2497266,-36.03941,421.9269,7.05296,97.88304,16.24825,2.0767,36.95817,1.530721,4.349105,1.175394,5.847591,10.71554,345.6278,5.693356,0.0,340.5239,583.3028,137.6345,310.7361,415.8804,249.7334,6.439143,6.207788,6.588212,10.24363
FLUX_PENN,2023-06-07 18:00:00.000000,-9.070601,2.0,87.92836,2.0,0.1285895,2.0,118.2455,1.0,0.2195322,2.0,1.344794,0.4325,-0.1612271,-55.82188,421.8394,7.192627,97.87205,16.63927,1.706524,36.74961,1.798826,4.336569,1.173616,5.248009,10.16939,344.4731,5.124404,0.0,290.0574,521.6362,127.7937,312.3452,416.1302,249.636,8.540981,7.676162,8.617734,12.48965
FLUX_PENN,2023-06-07 18:30:00.000000,-6.748151,1.0,64.28296,1.0,0.09402701,1.0,121.9009,1.0,0.183393,2.0,1.896317,0.3954188,-0.214794,-41.90061,422.1967,6.966433,97.87063,16.83155,1.848599,35.17133,1.357568,4.387051,1.172919,5.484748,9.566772,353.0367,5.30715,0.0,317.4751,556.9645,134.9139,312.8388,417.4143,249.5081,10.15796,8.702172,10.00449,13.36795
FLUX_PENN,2023-06-07 19:00:00.000000,-6.844678,3.0,80.09782,3.0,0.1171733,3.0,151.6177,3.0,0.3013228,3.0,1.892907,0.506981,-0.1267632,-70.9985,420.7507,7.105695,97.8677,16.95461,1.66032,35.59061,1.631527,4.169235,1.172326,5.524833,9.243868,359.3861,5.397823,0.0,335.8956,581.3984,137.6002,311.8909,419.7936,249.4535,11.51077,9.175167,11.27253,13.58708
FLUX_PENN,2023-06-07 19:30:00.000000,-7.202259,7.0,70.5293,7.0,0.1031357,7.0,55.66287,7.0,0.2234113,7.0,0.7892162,0.4362873,-0.07617825,-118.144,418.5034,7.433799,97.85843,16.55008,2.076634,38.21161,2.241878,4.28627,1.173708,4.591456,9.787772,15.4201,4.377129,0.0,263.1293,485.883,118.6102,309.743,413.8866,249.4909,12.89827,9.322864,12.42826,13.39281
FLUX_PENN,2023-06-07 20:00:00.000000,-4.888579,7.0,52.35136,7.0,0.07657415,7.0,55.32376,7.0,0.1466193,7.0,1.056778,0.3535714,-0.1397206,-64.41425,418.4401,6.878541,97.85839,16.82558,1.986546,34.74289,1.179871,4.335618,1.172835,4.96405,10.32194,1.36554,4.831892,0.0,264.6602,492.7989,120.2247,306.8631,414.7771,249.3684,12.9442,8.581942,11.99989,11.16862
FLUX_PENN,2023-06-07 20:30:00.000000,-8.692171,9.0,63.7833,9.0,0.0932909,9.0,26.14532,9.0,0.05948971,9.0,0.4099086,0.2252075,-0.2773012,-32.45568,416.2941,7.205222,97.86151,16.77307,0.4913507,36.49476,1.818873,4.593987,1.172941,2.729479,6.205776,35.04852,2.674593,0.0,234.9897,450.6341,109.1024,306.4717,413.0138,249.2519,12.8151,7.750288,11.61671,9.906267
FLUX_PENN,2023-06-07 21:00:00.000000,-6.472363,7.0,57.44378,7.0,0.08407511,7.0,68.57629,7.0,0.07616676,7.0,1.193798,0.2551112,-0.458205,-19.64186,416.1549,6.963787,97.86987,17.47285,1.541877,33.80701,1.332793,4.58488,1.170324,3.271956,7.168474,2.474274,2.95874,0.0,233.9838,451.8532,109.6916,307.4891,415.6669,249.2177,12.35483,6.613155,10.73761,7.415266
FLUX_PENN,2023-06-07 21:30:00.000000,-4.924912,1.0,50.54071,1.0,0.07400721,1.0,88.48017,1.0,0.123616,3.0,1.750671,0.3252522,-0.2809312,-32.03631,415.7879,6.536701,97.87075,17.9715,1.94292,30.72098,0.4802192,4.070017,1.168515,4.763586,11.10789,352.9823,4.619065,0.0,234.8217,451.2757,107.353,308.5742,417.6752,249.0963,12.31592,5.860768,10.48331,7.179008
FLUX_PENN,2023-06-07 22:00:00.000000,-5.222296,1.0,51.94985,1.0,0.07606037,1.0,70.89317,1.0,0.1470222,1.0,1.364646,0.3546384,-0.1752853,-51.34486,415.6634,6.687191,97.86907,17.83131,1.209149,31.70441,0.7948662,3.939812,1.168992,5.028294,9.611066,356.1378,4.934518,0.0,178.8153,377.1485,93.00693,307.4454,412.7716,249.0972,12.61948,5.745081,10.56928,6.889833
FLUX_PENN,2023-06-07 22:30:00.000000,-3.710504,1.0,42.67773,1.0,0.06247348,1.0,32.66571,1.0,0.1375418,1.0,0.7654043,0.3429067,-0.09231009,-97.49747,415.7242,6.878757,97.87316,17.64049,1.24584,33.004,1.184919,4.192238,1.169723,4.960995,8.765433,350.9701,4.844557,0.0,97.30468,263.726,66.76023,306.6735,406.3345,249.1843,12.03829,5.178782,9.841932,5.486866
FLUX_PENN,2023-06-07 23:00:00.000000,-2.480139,9.0,34.31407,9.0,0.05022521,9.0,0.02120246,9.0,0.1343651,1.0,0.0006178942,0.3388363,-0.005704596,-1577.675,416.649,6.762567,97.88309,17.53284,1.393178,32.67863,0.9525567,4.193595,1.170325,5.13967,9.194757,339.1531,5.011757,0.0,29.78499,169.9319,45.64429,306.4253,400.9279,249.2174,10.52598,4.432332,8.404593,4.025527
FLUX_PENN,2023-06-07 23:30:00.000000,-0.6921428,3.0,12.34884,3.0,0.01807324,3.0,-6.754732,3.0,0.04542415,3.0,-0.5469934,0.1969828,0.08295098,108.4978,416.8,6.882029,97.88345,17.43833,0.4585899,33.45782,1.193552,4.253265,1.170658,3.949044,7.260863,315.828,3.921999,0.0,-9.821781,107.8974,30.26581,308.2737,395.7271,249.2646,8.255106,3.593953,6.444817,2.568719
FLUX_PENN,2023-06-08 00:00:00.000000,-0.05619105,9.0,8.906918,9.0,0.0130308,9.0,-10.91947,9.0,0.01461415,9.0,-1.225954,0.1116606,0.787084,11.43461,417.4022,7.124699,97.88041,17.03948,0.1711881,35.51448,1.674127,4.390604,1.172125,3.165775,4.758573,303.4434,3.14494,0.0,-43.67041,45.89633,14.11161,312.3053,387.7605,249.4394,5.908809,2.754865,4.401258,1.111641
FLUX_PENN,2023-06-08 00:30:00.000000,4.108666,5.0,45.0324,6.0,0.06583673,6.0,-41.29155,5.0,0.1232832,6.0,-0.9169298,0.323925,0.1197932,75.12949,419.2794,7.464599,97.88409,16.31971,3.17519,39.0249,2.303672,4.433897,1.174937,3.508992,10.09363,325.6038,2.762062,0.0,-36.07585,11.66272,4.399547,341.3712,384.7102,249.6301,3.788964,1.598459,2.50102,-0.7393151
FLUX_PENN,2023-06-08 01:00:00.000000,1.599295,8.0,-5.131201,8.0,-0.007489593,8.0,-2.586605,8.0,0.1845115,7.0,0.5040934,0.3951883,0.0049449,1820.057,421.4412,9.322837,97.92021,14.6305,1.376034,54.21656,5.434891,5.269652,1.18145,5.140583,10.48322,15.50867,5.08694,0.0,-37.63353,-1.822853,-0.450355,349.4927,385.7537,250.4412,1.971186,0.2225085,0.9800501,-2.351585
FLUX_PENN,2023-06-08 01:30:00.000000,1.465964,9.0,3.84725,9.0,0.005609785,9.0,-14.68964,9.0,0.1390529,9.0,-3.818219,0.3424392,0.03795748,237.1074,421.2525,10.43332,97.95811,13.5656,0.9168369,64.83672,7.079439,6.40449,1.185805,3.691583,9.114022,24.02631,3.648897,0.0,-46.72827,-3.18512,0.06429879,336.4967,379.9755,251.3101,0.6090127,-1.15917,-0.02019978,-3.753125
FLUX_PENN,2023-06-08 02:00:00.000000,1.927575,9.0,3.356803,9.0,0.004892783,9.0,-13.60016,9.0,0.09090667,9.0,-4.05152,0.2766663,0.06668457,134.9637,420.9301,10.54736,97.97706,13.16678,0.5045607,67.27438,7.239304,6.531651,1.187636,2.548038,6.474068,24.79858,2.518824,0.0,-43.39708,-2.84408,0.6544185,337.1447,377.0433,251.6556,-0.4832358,-2.335311,-0.8748862,-4.80955
FLUX_PENN,2023-06-08 02:30:00.000000,2.019404,7.0,6.397444,7.0,0.009322172,7.0,-7.501037,7.0,0.02689487,7.0,-1.172505,0.1503963,0.2205724,40.80292,421.5479,10.50952,97.99274,12.87943,0.1929214,68.31544,7.189486,6.558714,1.189035,1.739669,3.816519,6.390198,1.698637,0.0,-40.16544,-2.686568,1.085845,337.129,373.5221,251.9022,-1.284225,-3.161236,-1.589277,-5.345314
FLUX_PENN,2023-06-08 03:00:00.000000,1.484278,9.0,2.292734,9.0,0.003340151,9.0,-5.469476,9.0,0.01084215,9.0,-2.38557,0.09545188,0.6462516,13.92646,421.982,10.38311,97.98663,12.64347,0.1498823,68.55138,7.014158,6.483835,1.189999,1.930626,3.313576,345.9405,1.892997,0.0,-39.15532,-2.42875,1.44891,336.0434,371.321,252.0216,-1.978803,-3.624393,-2.441304,-5.423701
FLUX_PENN,2023-06-08 03:30:00.000000,0.5758806,9.0,0.7646348,9.0,0.001113742,9.0,-1.289833,9.0,0.00243108,9.0,-1.686862,0.04518526,1.421665,6.330605,423.1047,10.38944,97.97747,12.44575,0.05858112,69.48032,7.021562,6.461184,1.190709,1.822763,2.891946,327.0433,1.812301,0.0,-40.51505,-2.555846,1.836641,332.0518,368.1744,252.2229,-2.727105,-3.990424,-3.310097,-5.716836
FLUX_PENN,2023-06-08 04:00:00.000000,0.3334713,9.0,0.2514083,9.0,0.0003660655,9.0,-0.7269059,9.0,0.0005431701,9.0,-2.891336,0.02134492,7.716427,1.166343,426.9243,10.36695,97.97396,12.08219,0.2160793,71.0092,6.989794,6.417603,1.192194,1.749656,2.379233,286.8075,1.635934,0.0,-37.29078,-1.984624,1.411166,331.5533,365.4483,252.3706,-3.569477,-4.536081,-4.012394,-6.272179
FLUX_PENN,2023-06-08 04:30:00.000000,0.5982065,9.0,0.4215338,9.0,0.0006136731,9.0,-1.714371,9.0,0.003018538,9.0,-4.066985,0.05030491,1.398823,6.433982,429.0201,10.35019,97.96339,11.90272,0.03572618,71.72917,6.964953,6.438183,1.192823,1.832014,2.818268,271.6587,1.824747,0.0,-33.05472,-1.418846,1.069227,334.2368,364.8034,252.4778,-4.371412,-5.032076,-4.767502,-6.669174
FLUX_PENN,2023-06-08 05:00:00.000000,1.30824,9.0,1.175573,9.0,0.001711258,9.0,-2.578082,9.0,0.004044605,9.0,-2.193043,0.05822293,1.339766,6.717593,429.6588,10.36437,97.95704,11.80912,0.02747204,72.26855,6.983699,6.436672,1.193131,2.177052,2.770628,273.7942,2.173322,0.0,-23.32257,-0.7964641,0.9841021,345.1695,366.7115,252.5218,-5.015851,-5.220601,-5.31474,-6.864213
FLUX_PENN,2023-06-08 05:30:00.000000,0.8852301,9.0,0.7565935,9.0,0.001101237,9.0,-1.818891,9.0,0.003205743,9.0,-2.404053,0.05182607,1.343534,6.698752,431.9676,10.43599,97.95261,11.69413,0.06415383,73.31253,7.082431,6.489097,1.193527,1.99902,2.867971,277.3467,1.995173,0.0,-20.25373,-0.996053,0.7271793,350.515,369.0454,252.6205,-5.320362,-5.212598,-5.618078,-6.572254
FLUX_PENN,2023-06-08 06:00:00.000000,0.9672707,9.0,0.892886,9.0,0.001299556,9.0,-1.741311,9.0,0.003685208,9.0,-1.950206,0.05556542,1.037612,8.673759,433.4486,10.49397,97.94367,11.64857,0.04941494,73.93064,7.161059,6.502561,1.193583,1.891596,2.790565,278.3301,1.882773,0.0,-22.4899,-1.083107,0.9028794,347.6196,368.1235,252.966,-5.344241,-5.039171,-5.703727,-6.206835
FLUX_PENN,2023-06-08 06:30:00.000000,1.229003,9.0,0.7702442,9.0,0.001121084,9.0,-2.612957,9.0,0.0055234,9.0,-3.392374,0.06803518,0.859571,10.47034,432.3524,10.57788,97.92993,11.674,0.03238224,74.38061,7.274101,6.558549,1.193272,2.01684,2.737576,276.6187,2.013077,0.0,-26.75382,-1.253625,0.917601,342.899,367.4816,252.9991,-5.410821,-4.982484,-5.775755,-6.13909
FLUX_PENN,2023-06-08 07:00:00.000000,0.9425225,9.0,0.6800439,9.0,0.0009898189,9.0,-2.49085,9.0,0.006159243,9.0,-3.662779,0.07184809,0.6966534,12.91891,431.0451,10.62248,97.9295,11.69597,0.03871174,74.58229,7.334761,6.573765,1.193155,2.014227,2.772512,272.2014,2.010376,0.0,-21.45369,-0.7492663,0.8880457,347.9346,367.751,253.0643,-5.514923,-4.988801,-5.878954,-6.203708
FLUX_PENN,2023-06-08 07:30:00.000000,0.9782994,9.0,1.155234,9.0,0.001681389,9.0,-2.114447,9.0,0.006267159,9.0,-1.83032,0.07247393,0.5667878,15.87896,431.2232,10.75098,97.91959,11.64672,0.06810111,75.71391,7.50725,6.665477,1.193183,1.966592,3.029993,272.7131,1.94863,0.0,-19.93804,-1.163832,0.7858587,350.8664,368.8547,253.5308,-5.596494,-5.034591,-5.919923,-6.141812
FLUX_PENN,2023-06-08 08:00:00.000000,2.626854,3.0,2.54073,3.0,0.003697436,3.0,-4.358615,3.0,0.0133582,4.0,-1.715498,0.1057928,0.3748226,24.01136,431.2404,10.91719,97.90811,11.51142,0.1172479,77.55516,7.727731,6.753268,1.193537,1.856656,2.853781,275.5349,1.835903,0.0,-21.27222,-1.884688,1.083724,349.9161,368.2199,255.0278,-5.550235,-4.944195,-5.862525,-5.833283
FLUX_PENN,2023-06-08 08:30:00.000000,1.595701,1.0,2.939111,2.0,0.004277077,2.0,-4.909156,1.0,0.01390082,4.0,-1.670286,0.1079197,0.3973343,22.65095,428.149,10.97645,97.90179,11.48469,0.08395975,78.10359,7.80541,6.811574,1.193546,2.18953,3.363305,265.3207,2.173214,0.0,-20.61915,-0.6988257,0.9278719,349.2446,368.2371,254.3286,-5.526036,-4.909433,-5.808818,-5.816047
FLUX_PENN,2023-06-08 09:00:00.000000,1.231261,9.0,1.573754,9.0,0.002290159,9.0,-2.379027,9.0,0.007811022,9.0,-1.51169,0.0808991,0.4553763,19.76388,427.6234,11.00112,97.89662,11.47917,0.04931204,78.30128,7.837227,6.863274,1.193495,1.848061,2.59088,258.3152,1.840083,0.0,-18.51822,-0.7011479,0.7590696,350.9982,368.0562,254.3849,-5.526911,-4.835705,-5.7545,-5.623537
FLUX_PENN,2023-06-08 09:30:00.000000,1.130575,9.0,1.4103,9.0,0.00205249,9.0,-2.326558,9.0,0.005460297,9.0,-1.64969,0.06764286,0.7641982,11.77705,427.1662,11.02966,97.92068,11.57771,0.05937807,78.01166,7.878393,6.836467,1.193362,1.847873,2.838881,263.0422,1.830535,0.0,-13.11533,0.06376825,0.8208075,357.0022,369.3605,254.3908,-5.503501,-4.778168,-5.781476,-5.419422
FLUX_PENN,2023-06-08 10:00:00.000000,3.080479,1.0,4.463557,1.0,0.006496183,1.0,-3.894526,1.0,0.01510397,3.0,-0.8725163,0.1124922,0.2688688,33.47357,428.9905,11.07416,97.94524,11.59563,0.1755439,78.24902,7.940478,6.85096,1.193567,1.94699,3.421966,278.0145,1.930595,0.0,-11.00319,3.634297,1.581053,357.5755,370.632,254.3917,-5.40358,-4.700875,-5.682494,-5.282442
FLUX_PENN,2023-06-08 10:30:00.000000,2.553601,3.0,6.956724,4.0,0.01012585,4.0,-3.685621,3.0,0.02174991,4.0,-0.5297927,0.1350052,0.1402588,64.16708,427.8974,11.03035,97.96446,11.71526,0.1450663,77.3437,7.885587,6.858184,1.193319,2.412326,3.733539,266.3842,2.375223,0.0,-5.03691,19.70659,5.182328,351.8798,371.4409,254.3415,-5.274135,-4.584059,-5.430148,-5.232597
FLUX_PENN,2023-06-08 11:00:00.000000,1.346981,8.0,11.17551,8.0,0.0162697,8.0,-0.4562035,8.0,0.02318742,1.0,-0.04082171,0.1394299,-0.007935364,-1134.163,426.5839,11.07579,97.98805,11.92072,0.1314389,76.63065,7.948716,6.925115,1.192726,2.22978,3.404331,267.3436,2.20253,0.0,16.41657,52.10159,12.35917,351.096,374.4218,254.249,-5.141262,-4.454606,-5.132423,-5.067736
FLUX_PENN,2023-06-08 11:30:00.000000,1.542867,9.0,11.87009,9.0,0.01728389,9.0,0.02614619,9.0,0.02833544,2.0,0.002202695,0.1541641,-0.02093271,-429.9491,425.0121,11.0724,98.01013,12.10173,0.1457379,75.71502,7.947616,6.934065,1.192239,2.102934,3.408355,272.3113,2.078735,0.0,12.29645,38.78961,9.213484,358.2619,375.5416,254.1526,-4.747759,-4.17255,-4.685446,-4.638274
FLUX_PENN,2023-06-08 12:00:00.000000,1.72734,8.0,11.45497,8.0,0.01668209,8.0,0.424765,8.0,0.03560207,2.0,0.03708128,0.1728416,-0.02248985,-400.1806,423.977,11.16096,98.02874,12.26785,0.2218276,75.49801,8.06613,6.978771,1.191732,2.143993,4.373982,282.5458,2.121208,0.0,16.87796,45.70763,10.51924,358.4914,376.8018,254.1263,-4.401752,-3.846664,-4.314401,-4.304247
